id,question,options,correctAnswer,explanation
66,授权教员在批准学生驾驶员转场单飞时，下列说法不正确的是 {{c1::B}},确认该驾驶员的转场计划是正确的||评估天气实况和预报，确定本次飞行能够按照仪表飞行规则完成||确认该驾驶员技术熟练，能够安全实施本次飞行,2,"CCAR-61部第61.109条 转场单飞要求：
(d) 授权教员在批准学生驾驶员每次转场单飞时，应当遵守下列规定： (1) 确认该驾驶员的转场计划是正确的； (2) 评估天气实况和预报，确定本次飞行能够按照目视飞行规则完成； (3) 确认该驾驶员技术熟练，能够安全实施本次飞行； (4) 确认该驾驶员对所飞航空器具有合适的转场单飞签字批准； (5) 确认该驾驶员的单飞签字批准对所飞航空器是现行有效的。"
67,一名外籍飞行员只会讲英语，其能否申请中国的私用驾驶员执照？ {{c1::B}},能||不能||只能申请英文执照,2,"CCAR-61部第61.123条 资格要求：
符合下列条件的申请人，局方可以为其颁发私用驾驶员执照：
(c) 能正确读、听、说、写汉语，无影响双向无线电通话的口音和口吃。申请人因某种原因不能满足部分要求的，局方应当在其执照上签注必要的运行限制；"
68,私用驾驶员执照申请人接受的航空知识没有下列哪一项 {{c1::B}},飞行性能、计划和装载||载运货物的程序，包括载运危险物品||人的行为能力,2,"CCAR-61部第61.125条 航空知识要求：
申请人应当接受并记录授权教员提供的地面训练，完成下列与所申请航空器等级相应的地面训练科目或者自学课程：
(a) 航空法规
(b) 飞机、飞艇、直升机和倾转旋翼机类航空器的一般知识 
(c) 飞行性能、计划和装载
(d) 人的行为能力 
(e) 气象学
(f) 领航
(g) 操作程序
(h) 飞行原理
(i) 无线电通话。"
69,私用驾驶员执照申请人不需要掌握下列哪项技能？ {{c1::C}},参照外部目视参考的机动飞行||最大性能（短跑道和越障）起飞，短跑道着陆||大坡度盘旋、急盘旋下降,3,"依据CCAR61部第61.127条规定，申请人应当至少在下列操作上接受并记录了授权教员提供的针对所申请航空器等级的地面和飞行训练。
 (a) 对于飞机类别等级：
(1) 威胁和差错的识别和管理；(2) 飞行前操作，包括重量和平衡计算，起飞前检查，飞机勤务和发动机使用； (3) 机场和起落航线的运行，包括在管制机场操作、无线电通信、防撞措施及避免尾流颠簸； (4) 参照外部目视参考的机动飞行； (5) 临界小速度飞行，判断并改出从直线飞行和从转弯中进入的临界失速及失速； (6) 临界大速度飞行，急盘旋下降的识别和改出； (7) 正常及侧风起飞、着陆和复飞； (8) 最大性能（短跑道和越障）起飞，短跑道着陆； (9) 仅参照仪表飞行，包括完成180度水平转弯； (10) 使用地标领航、推测领航和无线电导航设备的转场飞行； (11) 夜间飞行，包括起飞、着陆和目视飞行规则（VFR）航行； (12) 多发或者水上飞机的操作（如适用）； (13) 应急操作，包括模拟的航空器系统和设备故障； (14) 按照空中交通管制程序、无线电通信程序和用语飞往管制机场着陆、飞越管制机场和从管制机场起飞。"
70,私照飞行经历要求在单发飞机上由授权教员提供的至少10小时单飞训练至少包括一次总距离至少为（  ）公里的转场单飞，在至少两个着陆点作全停着陆，其中一个航段的起飞和着陆地点之间的直线距离至少为（  ）公里。 {{c1::A}},270，90||120，40||120，90,1,"CCAR-61部第61.129条 飞机类别驾驶员的飞行经历要求：(a) 飞机类别单发级别等级的私用驾驶员执照申请人应当在飞机上有至少40小时的驾驶员飞行经历时间，其中包括按照本规则61.127(a)的飞行技能要求，在单发飞机上由授权教员提供的至少20小时飞行训练（其中可以包括不多于2.5小时的飞行模拟机或飞行训练器上的飞行训练时间）和10小时单飞训练，该训练至少包括：
(5) 10小时单发飞机单飞时间，至少包括： (ii) 一次总距离至少为270千米的转场单飞，在至少两个着陆点作全停着陆，其中一个航段的起飞和着陆地点之间的直线距离至少为90千米；"
71,持有私照的驾驶员能否驾驶飞机带朋友在本场观光 {{c1::C}},可以||不可以||可以，但必须经本单位同意,3,私人飞行执照持有人只能进行不以取酬为目的的私人飞行。若带朋友在某地观光，需要征得当地有关部门同意。
72,对于伪造、篡改执照或等级证件的行为，局方可对其处以（  ）的处罚。 {{c1::A}},警告或500元以上 1000元以下罚款||暂扣执照三至六个月||吊销执照,1,依据CCAR61部 61.247条规定：对于伪造，篡改执照或等级证件的行为，由民航地区管理局处以警告或者 500 元以上 1000 元以下罚款。
73,对于未取得航空人员执照或体检合格证而从事民用航空活动的 {{c1::C}},由局方责令停止航空活动||构成犯罪的限制期内不得申请有关执照和证书||其他两项均正确,3,根据CCAR61部第61.249条规定，本规则执照申请人或持有人违反本规则第 61.9、61.27、61.53、61.59条的规定，无必需的执照或等级进行飞行，或从事所持执照或等级权限以外的飞行，或在身体缺陷不符合体检要求而进行飞行，或所需的定期、熟练检查超过有效期进行飞行，根据《中华人民共和国民用航空法》第四十二条和第二百零五条的规定，局方责令其立即停止民用航空活动，处以 500 元以下罚款，对其单位处以十万元以下罚款，情节严重的，处以 1000 元以下罚款，对其单位处以二十万元以下罚款；构成犯罪的，依法追究刑事责任。同时，根据CCAR61部规定，关于执照申请资格的规定，都有关于无犯罪记录的说明。
74,关于“机长的权利和义务”正确的是①有关保障条件低于最低安全标准，或者缺乏信心时，有权拒绝飞；②发现机组成员不适宜继续飞行，有碍飞行安全时，提出将其更换；③发生特殊情况时，为保证航空器和旅客安全，对航空器处置作出最后决定；④航空器迫降或遇险后首先离开航空器 {{c1::B}},②③④||①②③||③④,2,"第91.5条 民用航空器机长的职责和权限
(a) 民用航空器的机长对民用航空器的运行直接负责，并具有最终决定权。
(1) 飞机上的机长：机长在舱门关闭后必须对机上所有机组成员、旅客和货物的安全负责。机长还必须在从飞机为起飞目的准备移动时起到飞行结束最终停止移动和作为主要推进部件的发动机停车时止的时间内，对飞机的运行和安全负责，并具有最终决定权。
(2) 旋翼机上的机长：从发动机起动时起，直至旋翼机结束飞行最终停止移动并且发动机关闭，旋翼叶片停止转动时为止机长必须对旋翼机的运行和安全及机上所有机组成员、乘客和货物的安全负责。
(b) 在飞行中遇有紧急情况时
(1) 机长必须保证在飞行中遇有紧急情况时，指示所有机上人员采取适合当时情况的应急措施。
(2) 在飞行中遇到需要立即处置的紧急情况时，机长可以在保证航空器和人员安全所需要的范围内偏离本规则的任何规定。
(c) 依据本条(b)款做出偏离行为的机长，在局方要求时，应当向局方递交书面报告。
(d) 如果在危及航空器或人员安全的紧急情况下必须采取违反当地规章或程序的措施，机长必须毫不迟疑地通知有关地方当局。如果事故征候发生地所在国提出要求，机长必须向该国有关当局提交关于违章情况的报告；同时，机长也必须向登记国提交这一报告的副本。此类报告必须尽早提交，通常应在十天以内。
(e) 机长必须负责以可用的最迅速的方法将导致人员严重受伤或死亡、航空器或财产的重大损坏的任何航空器事故通知最近的有关当局。"
75,（  ）负责确认判断航空器是否处于适航状态 {{c1::B}},运营人||机长||持有相应执照的机械师,2,"CCAR-91部第91.9条 民用航空器的适航性：
 (b) 航空器的机长负责确认航空器是否处于可实施安全飞行的状态。当航空器的机械、电子或结构出现不适航状态时，机长应当中断该次飞行。"
76,依据CCAR61部，驾驶员执照持有人在饮用任何含酒精饮料之后的（  ）小时之内或处在酒精作用之下，血液中酒精含量等于或者大于0.04％，或受到任何药物影响损及工作能力时，不得担任民用航空器的机组成员。 {{c1::A}},8||12||24,1,CCAR-61部第61.15条 涉及酒精或者药物的违禁行为：驾驶员执照持有人在饮用任何含酒精饮料之后的8小时之内或处在酒精作用之下，血液中酒精含量等于或者大于0.04％，或受到任何药物影响损及工作能力时，不得担任机组成员。
